Event ID,Timestamp,Source IP,Destination IP,User Agent,Attack Type,Attack Severity,Data Exfiltrated,Threat Intelligence,Response Action
ddc5a9a7-3f15-43fe-80b3-d8cee8ca4816,2021-02-02 15:10:02,54.193.233.203,17.124.77.4,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/38.0.840.0 Safari/533.2",Ransomware,Low,False,Require summer minute.,Eradicated
5d101830-7dbf-4825-b028-aa3368c61817,2021-01-06 15:39:01,21.138.17.164,155.70.178.206,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/35.0.880.0 Safari/535.1",Malware,High,False,Experience writer yourself car growth sense.,Recovered
1c217747-c4e3-4fc0-8934-805b49af4a4c,2021-05-30 15:02:51,106.185.31.247,150.47.67.125,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.49.4 (KHTML, like Gecko) Version/4.0.3 Safari/533.49.4",Phishing,Low,False,Cover example develop fear check.,Blocked
03ba4071-41bb-4cf2-be4f-3201450c004e,2022-01-31 05:34:18,83.100.244.118,71.126.159.20,Opera/9.23.(X11; Linux i686; mi-NZ) Presto/2.9.164 Version/10.00,Ransomware,Critical,False,Teacher enjoy chance six.,Recovered
31ea9791-1030-432c-bcd3-c23fbb7adf9a,2020-11-10 03:09:55,126.81.245.122,158.3.115.50,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/24.0.879.0 Safari/534.2",Malware,Low,False,Produce car other state.,Contained
ae04ed64-626a-44cb-8674-e403edf4c6b1,2020-05-22 12:19:04,186.126.75.124,131.4.204.60,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.46.4 (KHTML, like Gecko) Version/5.0.3 Safari/534.46.4",Ransomware,Low,False,Hot daughter total alone artist difficult process.,Blocked
daf90a78-50e5-4320-9ed1-63f04468d6e9,2023-04-06 14:13:46,105.189.196.83,221.33.72.208,Mozilla/5.0 (Android 4.2; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,Insider Threat,Medium,False,Cultural two think to democratic commercial production.,Contained
38b04a63-1bca-4caa-a9fa-3614d06cfe39,2023-09-27 17:01:05,34.150.243.227,169.121.58.93,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.1),Ransomware,Medium,False,Machine democratic century official.,Blocked
a18ae15a-91fa-4267-865f-7d65203fcfd7,2022-09-16 23:29:27,53.94.106.171,133.167.179.45,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.1),Malware,Medium,False,Government conference at return.,Blocked
f9978ca6-b149-4a67-81cf-f57edb7bfd81,2021-10-05 01:34:37,141.124.148.16,191.235.47.199,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1),DDoS,Low,False,May civil modern light her factor news.,Recovered
ba817ef4-6f30-4281-a0d1-ea03249ff430,2021-08-24 18:27:38,40.43.80.251,188.175.138.168,Opera/8.81.(Windows NT 5.0; cy-GB) Presto/2.9.180 Version/11.00,DDoS,Medium,False,Do discover see another for.,Eradicated
4edf8fb6-60e0-4e40-9faa-ac4cd1a72910,2024-01-24 18:07:27,223.66.58.206,11.54.251.151,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2022-09-04 17:29:00 Firefox/3.8,Ransomware,Low,False,Buy card recognize.,Eradicated
d96fe7cd-c236-4788-886f-f7296aa58bae,2023-12-14 17:00:52,205.190.32.39,28.106.108.190,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),Ransomware,Medium,False,Reach memory energy thousand certainly.,Contained
26199c99-3882-4da4-ac39-376e08174e3a,2020-07-16 04:40:33,114.196.80.3,102.121.32.47,Opera/8.11.(Windows NT 6.0; si-LK) Presto/2.9.161 Version/10.00,Malware,Low,False,List scene such position notice finally.,Eradicated
25a8a2e7-86d3-4c57-abe2-8088cb6bc612,2020-05-31 07:07:22,43.60.188.215,68.29.140.100,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.1),Malware,High,False,Language attention onto trade where body national relate.,Recovered
8d4b2f93-7974-453c-a271-03928281534f,2020-06-15 16:46:01,121.108.240.183,27.212.7.112,Mozilla/5.0 (Windows NT 5.01; mni-IN; rv:1.9.0.20) Gecko/2020-06-25 03:38:40 Firefox/3.6.8,DDoS,Medium,False,Determine prepare him up itself.,Contained
3478f689-f639-473d-9e9f-0d41cbd887cd,2022-04-19 02:31:01,159.146.72.200,140.47.35.58,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; li-BE) AppleWebKit/532.35.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.35.3",Malware,Medium,False,Leave note station idea forget between somebody speak.,Recovered
c31e2182-0f2e-4c95-baca-01c5285f6071,2020-04-21 08:12:32,154.205.94.146,40.143.43.4,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4; rv:1.9.5.20) Gecko/2012-12-25 17:31:55 Firefox/5.0,Ransomware,High,False,Near pattern peace concern evening.,Contained
680644cb-6a52-4a6e-bdaf-3c1240fdb8fa,2023-04-24 12:05:09,67.54.56.112,212.171.105.114,Opera/8.44.(X11; Linux i686; fa-IR) Presto/2.9.173 Version/12.00,DDoS,Low,False,Let and pretty world.,Eradicated
de643c6a-ea54-4a34-9a3c-3f1ef0ed6286,2021-10-25 23:45:40,114.82.75.47,112.240.233.139,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/58.0.810.0 Safari/536.0",DDoS,Critical,True,Knowledge nearly about trouble suddenly agreement stay.,Recovered
fe5926f7-192d-4914-9ade-e8ba3231e1ec,2022-05-24 13:13:01,51.97.208.144,170.56.2.75,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; hne-IN) AppleWebKit/533.29.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6533.29.6",Malware,Critical,False,Letter green religious different could.,Contained
b33ca4f9-9a4f-4b1d-b838-d591e2c6bbe5,2021-06-18 15:38:17,9.221.194.252,118.8.217.202,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_1 rv:4.0; lij-IT) AppleWebKit/532.6.3 (KHTML, like Gecko) Version/4.0 Safari/532.6.3",Insider Threat,Medium,False,Main near state low style.,Blocked
352358ff-5c2f-4f00-86b7-df8d33ee23f3,2023-06-29 23:24:23,144.30.247.224,195.206.79.67,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/15.0.805.0 Safari/531.2",Ransomware,High,False,Each answer card foreign last only stand.,Recovered
b4fb248e-e4b8-4f6b-843e-5f002b4173e4,2020-10-22 02:00:18,186.163.161.186,128.14.253.254,"Mozilla/5.0 (Windows 95) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/48.0.804.0 Safari/531.1",Malware,Low,False,Billion individual room.,Blocked
b078c4fe-2d1b-4412-a87c-37acd82711ae,2023-03-09 02:13:32,223.32.112.82,40.61.138.249,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),DDoS,Critical,False,Run rule American.,Recovered
56beff20-90c4-42fd-85d8-36420689d3a0,2023-04-07 05:31:48,188.117.224.75,217.127.163.90,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/46.0.817.0 Safari/531.2",Malware,Medium,True,Until fire exist treatment most learn.,Recovered
3fab1732-dbc8-46a5-97c2-71bd2a9a3efc,2023-03-09 16:01:36,46.94.111.22,19.8.145.39,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/15.0.821.0 Safari/534.2",Phishing,High,True,Gas dark performance common.,Contained
2bb7dfef-ffcc-4efb-a1b2-d08c47e9a835,2021-12-15 09:50:03,193.15.189.234,73.192.107.173,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/17.0.868.0 Mobile/62D945 Safari/531.0",Malware,Critical,False,Happen system eight natural anything recognize base.,Eradicated
68e514dd-4028-4bde-aab8-5cb2b87f879e,2021-05-17 04:39:20,62.230.118.100,114.28.196.160,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9 rv:5.0; dz-BT) AppleWebKit/534.39.1 (KHTML, like Gecko) Version/4.0 Safari/534.39.1",DDoS,Medium,True,Year operation thought long himself.,Eradicated
35336279-4d2d-4906-b24a-1390e69eb51f,2023-09-06 05:37:03,172.66.144.24,132.86.43.227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0; rv:1.9.6.20) Gecko/2016-11-06 14:57:37 Firefox/3.6.1,Ransomware,High,False,Detail south environment administration blood smile small.,Eradicated
ddc7823f-233f-4982-9590-96ee69183c96,2020-04-09 06:06:44,65.148.219.163,109.104.67.206,Opera/8.95.(Windows CE; ne-NP) Presto/2.9.165 Version/10.00,Malware,Medium,False,Side outside method vote.,Eradicated
91b23ed3-dfb5-48f7-8ec8-a438e658d255,2021-06-14 18:20:14,113.210.54.85,135.185.45.231,Opera/9.43.(X11; Linux i686; sa-IN) Presto/2.9.163 Version/12.00,Phishing,Critical,False,Machine each time score without form back truth.,Eradicated
fd29ec61-c609-4124-802a-7e3d57973a23,2023-01-31 18:27:49,190.17.181.20,12.119.31.74,Mozilla/5.0 (Android 2.2.2; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,Insider Threat,Medium,False,Design type every today measure office summer.,Eradicated
c17cd67b-3204-4813-8c8c-62c74c16a0df,2023-04-03 14:38:10,15.145.126.41,183.253.146.23,Opera/8.65.(Windows NT 5.1; ckb-IQ) Presto/2.9.163 Version/11.00,Phishing,Critical,False,Film network never policy.,Blocked
56a3642f-e58e-43c0-923c-22539eac98ef,2021-09-27 19:15:21,74.39.195.175,195.43.165.199,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/38.0.833.0 Safari/536.0",Phishing,Medium,False,Technology past rich mean analysis agency.,Contained
c9582c00-c06d-4f08-bd1c-c2f987148708,2023-05-07 06:34:18,183.215.205.200,33.49.177.219,Opera/8.89.(X11; Linux i686; km-KH) Presto/2.9.164 Version/10.00,Phishing,High,False,Order student ability our network.,Contained
5eb2eb51-b272-43c5-83d7-659cca0195c0,2023-07-24 12:21:20,59.95.241.239,164.121.148.35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/47.0.831.0 Safari/532.1",Malware,Low,False,Leg consider get market exist word among major.,Blocked
8aeba62d-cfd1-4769-9a15-01ef0fc433fc,2022-08-23 17:48:04,44.121.49.110,160.197.251.149,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; af-ZA) AppleWebKit/533.32.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.32.6",Phishing,High,True,Perform once condition usually paper their sound.,Contained
c41c9aa0-21c0-49c4-ae47-47f4622be80b,2022-12-12 08:07:05,182.113.77.249,176.194.203.225,Opera/9.45.(Windows CE; ht-HT) Presto/2.9.166 Version/10.00,Ransomware,Medium,False,Statement decade once around without him behavior instead.,Recovered
3cc51cd2-1e71-43b0-9471-485a7b4ff16f,2021-10-12 15:13:59,198.159.255.61,129.18.133.94,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2021-12-27 20:38:05 Firefox/3.6.20,Phishing,Critical,False,Treatment exist world east other son do.,Recovered
c967d5c3-c3d5-48c5-86f7-4e0912ff2c0f,2022-05-13 18:59:00,210.124.252.232,72.232.86.79,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.1),Phishing,High,False,Financial nearly trip Mrs knowledge heavy current cover.,Recovered
e0d5f1b1-f852-4ad0-b243-f44deeeb81ed,2021-03-19 06:53:18,133.59.175.222,113.223.224.47,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3; rv:1.9.2.20) Gecko/2014-11-08 05:02:41 Firefox/3.6.12,Phishing,Low,False,Action painting billion hundred according sure minute analysis.,Blocked
5694cd96-c3a9-480d-8d56-3138c2aa9e61,2020-01-06 16:12:32,98.65.25.142,153.17.42.50,Opera/8.11.(X11; Linux i686; ta-IN) Presto/2.9.189 Version/10.00,DDoS,High,False,Rise newspaper probably challenge stock Democrat.,Eradicated
30818b05-e041-46a3-bb64-c93ec88cc13d,2021-07-28 22:26:20,9.182.17.201,36.52.167.165,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),DDoS,Critical,False,Project successful important early production fine to upon.,Blocked
adecb109-713c-4229-ae32-c5b242e6ccd7,2020-05-20 17:26:01,143.207.233.250,184.57.26.209,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.48.6 (KHTML, like Gecko) Version/4.1 Safari/534.48.6",DDoS,High,False,True team easy third especially still.,Recovered
8ce8bbfa-7fd9-4137-908d-3f71ec2949e1,2023-01-04 04:30:32,30.23.76.116,88.31.137.116,Opera/8.32.(Windows 95; or-IN) Presto/2.9.165 Version/10.00,Phishing,High,False,Forward within national young economy.,Blocked
012863bc-0120-4a72-b2e5-faf12ca419af,2021-10-07 20:53:56,102.26.1.252,20.76.220.182,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; yi-US) AppleWebKit/531.28.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.28.3",Ransomware,High,False,Beyond someone station usually you health final radio.,Recovered
27366df8-c8fd-440c-be03-604de7ba466d,2021-10-23 04:44:52,29.32.233.14,56.169.247.223,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.17.4 (KHTML, like Gecko) Version/5.1 Safari/535.17.4",Insider Threat,Critical,False,Wonder actually machine former could.,Contained
d7077a80-b9fe-499a-8310-5bfed50824c2,2023-06-08 22:01:20,82.219.12.47,53.20.108.106,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.7.7 (KHTML, like Gecko) Version/4.0.2 Safari/531.7.7",DDoS,Medium,False,Television blue rock think imagine without collection various.,Recovered
8426adc2-dad9-4eb0-a5a8-76d6bfc55595,2021-01-05 15:02:27,174.205.44.228,133.244.101.182,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_2 rv:2.0; id-ID) AppleWebKit/534.50.5 (KHTML, like Gecko) Version/4.0.2 Safari/534.50.5",Phishing,Low,False,Animal able send factor.,Contained
f5c71622-13bf-4719-93d2-2099d9f09067,2021-02-13 20:45:34,3.74.158.184,168.108.68.226,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; hi-IN) AppleWebKit/533.50.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.50.6",Ransomware,Critical,False,Mouth relationship scene pressure during kid.,Blocked
d56db576-9a35-472c-aaf9-01bbef55fa1b,2021-04-02 05:40:31,203.122.216.37,97.150.88.62,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0; rv:1.9.5.20) Gecko/2014-02-22 15:23:08 Firefox/3.6.11,Malware,Critical,False,Size important side job.,Eradicated
169e2007-1117-4ef6-a5c5-82a68b468f9f,2022-05-15 00:49:14,104.202.172.79,54.241.157.221,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),Insider Threat,Critical,False,Star church fly evidence.,Recovered
708f2056-346e-4795-9bc1-cbf6016272ab,2023-12-10 23:28:21,13.254.143.83,125.25.63.152,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/17.8v2201.0 Mobile/07W623 Safari/535.0",DDoS,Medium,True,But into hold.,Contained
ffd15f49-a8c4-4b8a-acd3-4545b6129389,2023-03-11 16:48:50,121.2.172.246,212.254.29.111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8; rv:1.9.6.20) Gecko/2016-03-30 21:56:25 Firefox/12.0,Insider Threat,Low,False,Too measure he young four.,Eradicated
98a06028-a4b4-48c8-b93b-263abfa118b7,2023-06-18 05:35:26,56.131.32.93,98.181.188.244,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),Insider Threat,Low,False,Above join teacher apply form tax.,Eradicated
83b7df2a-8535-4c92-8eea-456aeb5c8d52,2020-11-30 21:14:02,36.203.142.90,70.61.204.206,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2022-05-02 21:44:33 Firefox/3.6.16,Ransomware,Critical,False,Age beautiful two site heart full.,Contained
6e41624f-7028-47aa-97a0-6b2fe5ea1399,2023-01-08 02:12:29,193.17.201.236,162.234.1.117,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_7 rv:3.0; he-IL) AppleWebKit/535.3.4 (KHTML, like Gecko) Version/5.0.3 Safari/535.3.4",Malware,Critical,False,Quickly serious billion even today character heart.,Eradicated
8cb05218-4adf-4d50-bd5f-db58d995b752,2023-01-16 06:32:37,43.19.8.179,68.241.38.187,Mozilla/5.0 (Windows 98; tn-ZA; rv:1.9.1.20) Gecko/2019-02-03 19:42:39 Firefox/3.6.19,Ransomware,Medium,False,Force help paper hundred whether phone itself.,Blocked
5bd11b7e-0714-4d53-af30-5e6a2803eb59,2022-04-13 12:30:06,147.167.232.245,30.205.5.48,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/46.0.890.0 Safari/535.2",Insider Threat,Medium,False,Certain charge society experience PM least.,Eradicated
39e006e5-b72d-4e51-8a23-e78b0f7f2af7,2023-08-05 04:06:51,95.126.98.19,143.96.117.120,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.40.1 (KHTML, like Gecko) Version/5.0 Safari/534.40.1",Insider Threat,High,False,Forget its suffer onto let.,Recovered
4be448e5-bb62-44e3-9418-6b41ea0b7870,2020-03-03 04:05:38,154.186.195.105,84.160.67.103,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.46.6 (KHTML, like Gecko) Version/5.0 Safari/534.46.6",Phishing,Medium,False,Require attack decade record.,Contained
7fe6e9df-f498-4837-bc15-58a95f8d2969,2023-01-07 16:35:15,73.91.11.60,149.112.109.113,Mozilla/5.0 (Windows NT 10.0; dv-MV; rv:1.9.2.20) Gecko/2022-02-26 00:54:46 Firefox/3.6.11,Malware,Critical,False,Fear energy note question grow along.,Eradicated
542cad85-5328-4c48-b6d3-a0a2a720588a,2020-10-30 21:10:10,136.251.201.203,5.213.249.183,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/33.0.890.0 Mobile/59Q795 Safari/531.2",Phishing,Critical,False,North company technology network head.,Contained
8381a7bb-ec61-4b5b-8318-da97a3d2e251,2022-08-03 07:23:01,8.187.198.105,98.68.44.27,"Mozilla/5.0 (Windows 95) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/28.0.801.0 Safari/534.0",DDoS,Medium,False,Keep hundred floor lay.,Eradicated
6a7949f8-b362-42a6-af39-3a9fdfe2594f,2023-12-11 05:54:45,113.243.113.232,208.188.175.92,Opera/8.17.(X11; Linux i686; km-KH) Presto/2.9.162 Version/11.00,Malware,Medium,False,Design gas their maybe.,Contained
246d4c3f-d93b-44ee-9a94-fce83d99bdcd,2021-07-03 21:33:11,154.184.79.213,198.7.249.30,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sd-IN) AppleWebKit/531.41.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.41.6",Ransomware,Critical,False,Degree either sing style run.,Eradicated
453e8d99-d45c-43e3-8da1-2b48fe1ca308,2023-11-10 19:49:40,93.188.60.203,10.52.161.55,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; bem-ZM) AppleWebKit/535.33.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.33.4",Insider Threat,Low,False,Language ask along perhaps away.,Blocked
5f3a2537-ea18-4ba5-86de-a38fa926bae5,2020-10-19 06:34:26,114.146.220.72,23.125.116.109,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; st-ZA) AppleWebKit/535.49.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.49.5",DDoS,High,False,Social compare pressure blue generation party.,Blocked
3be1fe0e-f4a1-4bea-8ff9-332a38e05e8b,2020-10-29 02:08:23,3.12.118.78,186.173.114.25,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),Malware,High,False,Site development everybody trial student.,Eradicated
0193adc7-2975-4ac1-b25a-d239a1b182c5,2023-03-22 12:55:38,79.193.48.188,222.142.42.32,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9 rv:4.0; ber-DZ) AppleWebKit/535.31.3 (KHTML, like Gecko) Version/5.0.2 Safari/535.31.3",Malware,High,False,Recently great goal else become anything.,Eradicated
c99814e2-50f1-4c1f-89e4-c24ce25467dd,2020-11-16 09:11:36,65.91.72.45,73.152.137.26,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),Ransomware,Low,True,Left fight learn late or beat family.,Eradicated
100a5c9e-e5c1-4e29-8926-da3567cda6d0,2020-08-06 22:11:48,189.62.134.7,129.187.212.86,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/24.0.860.0 Mobile/70Z122 Safari/531.2",Phishing,Critical,False,Apply hope cup pressure approach research quality.,Recovered
1a3067df-b629-4d02-a3a3-98f0e3724c3c,2022-05-24 10:21:54,180.172.225.23,6.199.231.157,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.35.7 (KHTML, like Gecko) Version/4.1 Safari/532.35.7",Ransomware,Low,False,Population my paper meeting.,Blocked
3f51f841-c784-41b2-9547-583500fa9798,2023-04-10 23:47:46,6.59.124.176,183.200.133.7,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/18.3x0655.0 Mobile/46H385 Safari/533.0",Ransomware,Medium,False,Trial later pressure single century wind pass.,Blocked
f41b4663-7a69-43be-812e-2661c01b7279,2021-04-26 17:54:43,125.146.2.99,75.242.56.228,Mozilla/5.0 (Windows CE; mai-IN; rv:1.9.2.20) Gecko/2014-09-07 10:27:09 Firefox/3.6.12,Insider Threat,Critical,False,Feeling development effort new mean.,Eradicated
dd0efc0e-a7b7-4536-8b4d-64869f36b833,2023-05-07 13:17:20,87.8.227.238,175.179.224.108,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.0),Insider Threat,Critical,False,Decision growth high TV in feel.,Blocked
4f8bfdb6-a843-4282-b214-d8626de69e6c,2021-05-11 09:22:35,149.48.135.201,216.156.196.237,Opera/9.41.(X11; Linux x86_64; ps-AF) Presto/2.9.184 Version/11.00,DDoS,Medium,False,Small base road.,Blocked
2d96a4e4-b27f-44d9-8253-81977ffb5f3c,2020-02-12 17:43:18,11.165.146.158,88.95.48.244,Opera/8.68.(X11; Linux x86_64; kk-KZ) Presto/2.9.160 Version/12.00,Malware,Medium,False,At specific sense radio.,Eradicated
fe855a64-146f-473e-8358-fb29ccc67a1f,2023-08-20 15:13:55,189.50.38.104,168.85.170.61,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/38.0.800.0 Safari/535.1",Ransomware,Critical,False,A sign improve far nearly field.,Recovered
65c79819-32f3-4d4a-98db-d018283a0b83,2022-11-22 05:23:45,57.30.177.162,24.35.36.9,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/22.0.812.0 Mobile/92C126 Safari/532.1",DDoS,Medium,False,Then week return practice consumer.,Recovered
015b3c82-f95f-4180-a8b4-d0c09453f439,2021-08-28 09:40:10,66.122.21.75,70.204.20.204,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/25.0.884.0 Safari/535.0",Ransomware,Critical,False,Wall physical forget color fact bill year.,Recovered
b138809b-8168-460e-a874-a8e2132ed66f,2021-07-21 15:03:44,149.85.249.3,201.29.210.121,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.0),Phishing,Low,False,Benefit century enjoy audience record need last.,Blocked
46dde0da-32e0-499f-a5ac-8869e9034078,2020-08-31 08:46:18,66.178.71.141,106.80.91.233,Mozilla/5.0 (Windows NT 6.1; sv-SE; rv:1.9.2.20) Gecko/2017-11-06 21:14:06 Firefox/3.8,DDoS,High,False,Author water article trip prevent hour.,Eradicated
25383271-7e45-4184-8ca7-800382ee162a,2020-09-27 23:30:38,88.56.29.146,153.79.32.221,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Malware,Critical,True,Inside environmental life religious put would.,Eradicated
38b672b9-514c-472b-b788-8f85350ed6bc,2022-11-20 03:26:16,113.239.138.74,111.21.185.91,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ky-KG) AppleWebKit/533.12.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.12.6",DDoS,High,True,Their summer watch good media per.,Recovered
3f52572a-0881-4e6e-8383-2bb6f30729c2,2020-11-15 07:10:22,84.49.167.90,143.46.225.151,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.41.1 (KHTML, like Gecko) Version/5.1 Safari/533.41.1",Malware,Medium,False,Debate most worry drive visit home either.,Contained
aaf46c19-3fd6-4f54-9db5-266464f2a297,2021-10-04 21:04:38,114.24.191.157,14.26.103.118,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),Malware,Low,False,Manager tough just either security take.,Recovered
4ced12a7-f95d-45c5-8744-0ada64c86ebb,2022-11-24 06:06:54,178.104.65.100,119.209.27.66,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/50.0.897.0 Safari/535.2",Malware,Medium,False,Analysis candidate financial man collection set.,Recovered
78a46047-ff9a-4e36-b10a-c84793a2ef20,2021-02-02 08:41:24,66.217.219.253,138.201.40.238,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),Insider Threat,Critical,False,Main light throughout billion decision part add shake.,Recovered
f3a04903-fa57-4257-9ef9-4d853877785c,2022-03-23 23:53:00,103.80.200.84,28.99.226.136,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.24.3 (KHTML, like Gecko) Version/5.0 Safari/533.24.3",Insider Threat,High,False,Treatment garden seven.,Blocked
0f4d7671-87de-4394-be24-03db903dcbe2,2023-11-18 21:56:11,196.93.254.252,67.173.149.208,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; gez-ET) AppleWebKit/535.28.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.28.1",Insider Threat,High,False,Worker clear history tree.,Recovered
